date,close
2021-11-04,24992.621
2021-11-05,24883.975
2021-11-08,24704.029
2021-11-09,24576.125
2021-11-10,24129.258
2021-11-11,24268.854
2021-11-12,24144.771
2021-11-15,24337.088
2021-11-16,24721.492
2021-11-17,24543.934
2021-11-18,24490.172
2021-11-19,24630.117
2021-11-22,24623.291
2021-11-23,24569.98
2021-11-24,24765.666
2021-11-25,24712.342
2021-11-26,24522.791
2021-11-29,24636.799
2021-11-30,24207.783
2021-12-01,24261.191
2021-12-02,24362.393
2021-12-03,24991.99
2021-12-06,24751.859
2021-12-07,24846.982
2021-12-08,25522.35
2021-12-09,25914.645
2021-12-10,25883.109
2021-12-13,25985.734
2021-12-14,26009.02
2021-12-15,25608.773
2021-12-16,25399.025
2021-12-17,24917.34
2021-12-20,24940.27
2021-12-21,24943.482
2021-12-22,25124.715
2021-12-23,25572.754
2021-12-24,25987.891
2021-12-27,25906.066
2021-12-28,25922.434
2021-12-29,25052.727
2021-12-30,25245.75
2021-12-31,25216.074
2022-01-04,25447.432
2022-01-05,25431.662
2022-01-06,25014.572
2022-01-07,24653.117
2022-01-10,24856.625
2022-01-11,24347.207
2022-01-12,24538.84
2022-01-13,23816.006
2022-01-14,23584.668
2022-01-17,23704.012
2022-01-18,23928.998
2022-01-19,23759.168
2022-01-20,24196.766
2022-01-21,24212.586
2022-01-24,23977.98
2022-01-25,23415.762
2022-01-26,23663.127
2022-01-27,23275.988
2022-01-28,23046.723
2022-02-07,23142.959
2022-02-08,22866.441
2022-02-09,23624.412
2022-02-10,23775.811
2022-02-11,23600.723
2022-02-14,23683.615
2022-02-15,23870.172
2022-02-16,23886.293
2022-02-17,23868.615
2022-02-18,24010.227
2022-02-21,23991.107
2022-02-22,23541.617
2022-02-23,23520.141
2022-02-24,22894.691
2022-02-25,23090.813
2022-02-28,23105.314
2022-03-01,23696.973
2022-03-02,23489.213
2022-03-03,23019.771
2022-03-04,22926.643
2022-03-07,22017.654
2022-03-08,21588.984
2022-03-09,21464.695
2022-03-10,21948.1
2022-03-11,22096.297
2022-03-14,21133.498
2022-03-15,20007.143
2022-03-16,20603.506
2022-03-17,21227.08
2022-03-18,21327.781
2022-03-21,21346.699
2022-03-22,21325.533
2022-03-23,21457.563
2022-03-24,21137.461
2022-03-25,20788.074
2022-03-28,20444.482
2022-03-29,20478.295
2022-03-30,21117.189
2022-03-31,20971.992
2022-04-01,21302.07
2022-04-06,21062.016
2022-04-07,20807.809
2022-04-08,20694.141
2022-04-11,20336.031
2022-04-12,21124.602
2022-04-13,20932.52
2022-04-14,21701.975
2022-04-15,21618.186
2022-04-18,21754.703
2022-04-19,21722.729
2022-04-20,21838.506
2022-04-21,21392.188
2022-04-22,21329.877
2022-04-25,20463.836
2022-04-26,20630.877
2022-04-27,21172.227
2022-04-28,21217.457
2022-04-29,21191.92
2022-05-05,21239.496
2022-05-06,20633.98
2022-05-09,20506.334
2022-05-10,20777.682
2022-05-11,20856.15
2022-05-12,20885.887
2022-05-13,20795.027
2022-05-16,20686.242
2022-05-17,20734.045
2022-05-18,20626.797
2022-05-19,20388.449
2022-05-20,20972.115
2022-05-23,20815.803
2022-05-24,20423.367
2022-05-25,20531.588
2022-05-26,20503.16
2022-05-27,20525.057
2022-05-30,20913.65
2022-05-31,21499.836
2022-06-01,21244.408
2022-06-02,21099.939
2022-06-06,21274.248
2022-06-07,21578.873
2022-06-08,21862.063
2022-06-09,21644.975
2022-06-10,21855.602
2022-06-13,21678.104
2022-06-14,21973.498
2022-06-15,22148.475
2022-06-16,22264.885
2022-06-17,22573.768
2022-06-20,22801.926
2022-06-21,22704.025
2022-06-22,22543.363
2022-06-23,22721.779
2022-06-24,22999.424
2022-06-27,23663.225
2022-06-28,23763.936
2022-06-29,23326.627
2022-06-30,23940.598
2022-07-01,23805.039
2022-07-04,24169.541
2022-07-05,24030.994
2022-07-06,23498.252
2022-07-07,23452.504
2022-07-08,23527.686
2022-07-11,23298.945
2022-07-12,23034.311
2022-07-13,23121.424
2022-07-14,22967.732
2022-07-15,22846.891
2022-07-18,22805.516
2022-07-19,22830.035
2022-07-20,22929.129
2022-07-21,22744.545
2022-07-22,22624.477
2022-07-25,22728.398
2022-07-26,22916.25
2022-07-27,22695.936
2022-07-28,22628.354
2022-07-29,22266.227
2022-08-01,22378.049
2022-08-02,22087.998
2022-08-03,21910.426
2022-08-04,22229.744
2022-08-05,22433.543
2022-08-08,22281.857
2022-08-09,22125.447
2022-08-10,21789.256
2022-08-11,22148.229
2022-08-12,22295.674
2022-08-15,22084.414
2022-08-16,22093.215
2022-08-17,22218.039
2022-08-18,21849.369
2022-08-19,21984.352
2022-08-22,22107.662
2022-08-23,21913.418
2022-08-24,21787.652
2022-08-25,22185.586
2022-08-26,22425.58
2022-08-29,22200.92
2022-08-30,22180.994
2022-08-31,22369.369
2022-09-01,22061.285
2022-09-02,21826.311
2022-09-05,21521.236
2022-09-06,21581.695
2022-09-07,21285.498
2022-09-08,21256.66
2022-09-09,21505.598
2022-09-13,21842.445
2022-09-14,21691.381
2022-09-15,21680.934
2022-09-16,21267.17
2022-09-19,21454.945
2022-09-20,21556.092
2022-09-21,21236.307
2022-09-22,20956.865
2022-09-23,20992.928
2022-09-26,21115.18
2022-09-27,21770.307
2022-09-28,21687.732
2022-09-29,21646.393
2022-09-30,21594.875
2022-10-10,20997.668
2022-10-11,21021.148
2022-10-12,21012.986
2022-10-13,20920.607
2022-10-14,21201.754
2022-10-17,21065.596
2022-10-18,20968.545
2022-10-19,20305.205
2022-10-20,20247.746
2022-10-21,20036.311
2022-10-24,19091.4
2022-10-25,19060.688
2022-10-26,18915.107
2022-10-27,18368.605
2022-10-28,17907.986
2022-10-31,17692.66
2022-11-01,18707.607
2022-11-02,19029.822
2022-11-03,18794.385
2022-11-04,19540.352
2022-11-07,19660.574
2022-11-08,19371.105
2022-11-09,19079.277
2022-11-10,19286.924
2022-11-11,19729.627
2022-11-14,19607.902
2022-11-15,19942.807
2022-11-16,19950.605
2022-11-17,19853.889
2022-11-18,19807.732
2022-11-21,19457.5
2022-11-22,19411.191
2022-11-23,19287.391
2022-11-24,19154.021
2022-11-25,19171.18
2022-11-28,19145.018
2022-11-29,19779.412
2022-11-30,19782.377
2022-12-01,20354.244
2022-12-02,20432.15
2022-12-05,20727.268
2022-12-06,21211.148
2022-12-07,21287.654
2022-12-08,21138.471
2022-12-09,21551.604
2022-12-12,21293.529
2022-12-13,21515.113
2022-12-14,21922.6
2022-12-15,21704.141
2022-12-16,21790.592
2022-12-19,21494.465
2022-12-20,20814.16
2022-12-21,21069.76
2022-12-22,21405.984
2022-12-23,21499.01
2022-12-26,21308.482
2022-12-27,21651.172
2022-12-28,21549.615
2022-12-29,21384.619
2022-12-30,21573.15
2023-01-03,21231.83
2023-01-04,21245.486
2023-01-05,21937.182
2023-01-06,21891.807
2023-01-09,22270.488
2023-01-10,22372.756
2023-01-11,22263.854
2023-01-12,22132.127
2023-01-13,22749.508
2023-01-16,23224.996
2023-01-17,23014.16
2023-01-18,22739.311
2023-01-19,22681.303
2023-01-20,22658.018
2023-01-30,22870.123
2023-01-31,22459.445
2023-02-01,22628.607
2023-02-02,22750.115
2023-02-03,22498.166
2023-02-06,22181.617
2023-02-07,22143.281
2023-02-08,21967.217
2023-02-09,22397.311
2023-02-10,22420.396
2023-02-13,22939.678
2023-02-14,22843.992
2023-02-15,22701.686
2023-02-16,22652.723
2023-02-17,22532.58
2023-02-20,22917.033
2023-02-21,22835.555
2023-02-22,22798.977
2023-02-23,22638.902
2023-02-24,22385.779
2023-02-27,22528.432
2023-02-28,22569.293
2023-03-01,22757.152
2023-03-02,22689.986
2023-03-03,22587.666
2023-03-06,22542.873
2023-03-07,22052.857
2023-03-08,21904.139
2023-03-09,21746.465
2023-03-10,21491.654
2023-03-13,21854.178
2023-03-14,21848.098
2023-03-15,21679.32
2023-03-16,21532.369
2023-03-17,21305.725
2023-03-20,21034.465
2023-03-21,21468.916
2023-03-22,21427.57
2023-03-23,21546.316
2023-03-24,21585.816
2023-03-27,21484.037
2023-03-28,21765.736
2023-03-29,21795.572
2023-03-30,22053.73
2023-03-31,22112.826
2023-04-03,22048.41
2023-04-04,22289.834
2023-04-06,21960.203
2023-04-07,21837.771
2023-04-10,21617.832
2023-04-11,21329.744
2023-04-12,20894.303
2023-04-13,20993.141
2023-04-14,20787.691
2023-04-17,21019.984
2023-04-18,21110.27
2023-04-19,20966.854
2023-04-20,20726.23
2023-04-21,20591.367
2023-04-24,20219.143
2023-04-25,20472.412
2023-04-26,20429.488
2023-04-27,20540.301
2023-04-28,20761.504
2023-05-04,20581.639
2023-05-05,20648.232
2023-05-08,20453.119
2023-05-09,20457.859
2023-05-10,20327.416
2023-05-11,20266.895
2023-05-12,20127.162
2023-05-15,20256.01
2023-05-16,20118.357
2023-05-17,19924.08
2023-05-18,19709.537
2023-05-19,19885.584
2023-05-22,20298.416
2023-05-23,20048.783
2023-05-24,19782.537
2023-05-25,19605.021
2023-05-26,19576.494
2023-05-29,19396.176
2023-05-30,19204.686
2023-05-31,18840.34
2023-06-01,18947.01
2023-06-02,19302.506
2023-06-05,19022.424
2023-06-06,18977.736
2023-06-07,18810.395
2023-06-08,19017.938
2023-06-09,18970.324
2023-06-12,19375.693
2023-06-13,19388.168
2023-06-14,19657.656
2023-06-15,19956.568
2023-06-16,20109.818
2023-06-19,19787.314
2023-06-20,19609.725
2023-06-21,19387.82
2023-06-26,19043.943
2023-06-27,19111.602
2023-06-28,19138.662
2023-06-29,18933.896
2023-06-30,18897.211
2023-07-03,19294.004
2023-07-04,19363.744
2023-07-05,19026.643
2023-07-06,18900.225
2023-07-07,18896.479
2023-07-10,18960.209
2023-07-11,18985.727
2023-07-12,18996.637
2023-07-13,19452.359
2023-07-14,19345.77
2023-07-17,19218.305
2023-07-18,19128.08
2023-07-19,19102.711
2023-07-20,19098.977
2023-07-21,19407.613
2023-07-24,19191.619
2023-07-25,19754.652
2023-07-26,19779.844
2023-07-27,19917.744
2023-07-28,20279.553
2023-07-31,20386.543
2023-08-01,20176.646
2023-08-02,20023.262
2023-08-03,20150.039
2023-08-04,20165.596
2023-08-07,20006.418
2023-08-08,19979.404
2023-08-09,19977.361
2023-08-10,19956.141
2023-08-11,19530.494
2023-08-14,19305.711
2023-08-15,19243.273
2023-08-16,19213.33
2023-08-17,19462.207
2023-08-18,19096.746
2023-08-21,18942.471
2023-08-22,18890.264
